rfam_acc	term
RF01885	GO:0016607
RF01886	GO:0016607
RF01895	GO:0035068
RF01896	GO:0035068
RF01897	GO:0035068
RF01898	GO:0035068
RF01899	GO:0035068
RF01900	GO:0035068
RF01901	GO:0035068
RF01902	GO:0035068
RF01903	GO:0035068
RF01910	GO:0035068
RF01911	GO:0035068
RF01912	GO:0035068
RF01913	GO:0035068
RF01914	GO:0035068
RF01915	GO:0035068
RF01916	GO:0035068
RF01917	GO:0035068
RF01918	GO:0035068
RF01919	GO:0035068
RF01920	GO:0035068
RF01921	GO:0035068
RF01922	GO:0035068
RF01923	GO:0035068
RF01924	GO:0035068
RF01925	GO:0035068
RF01926	GO:0035068
RF01927	GO:0035068
RF01936	GO:0035068
RF01937	GO:0035068
RF01938	GO:0035068
RF01939	GO:0035068
RF01940	GO:0035068
RF01941	GO:0035068
RF01942	GO:0035068
RF01943	GO:0035068
RF01944	GO:0035068
RF01945	GO:0035068
RF01946	GO:0005730
RF01947	GO:0005730
RF01948	GO:0005730
RF01950	GO:0005730
RF01955	GO:0042382
RF01956	GO:0042382
RF01957	GO:0042382
RF01959	GO:0005840
RF01960	GO:0005840
RF01996	GO:0035068
RF01997	GO:0035068
RF02000	GO:0035068
RF02002	GO:0035068
RF02006	GO:0035068
RF02007	GO:0035068
RF02008	GO:0035068
RF02009	GO:0035068
RF02010	GO:0035068
RF02011	GO:0035068
RF02013	GO:0035068
RF02014	GO:0035068
RF02015	GO:0035068
RF02016	GO:0035068
RF02017	GO:0035068
RF02018	GO:0035068
RF02019	GO:0035068
RF02020	GO:0035068
RF02021	GO:0035068
RF02022	GO:0035068
RF02023	GO:0035068
RF02024	GO:0035068
RF02025	GO:0035068
RF02026	GO:0035068
RF02027	GO:0035068
RF02028	GO:0035068
RF02038	GO:0005737
RF02039	GO:0005737
RF02085	GO:0005737
RF02086	GO:0005737
RF02087	GO:0005737
RF02101	GO:0005840
RF02145	GO:0005634
RF02146	GO:0005634
RF02147	GO:0005634
RF02214	GO:0035068
RF02215	GO:0005634
RF02215	GO:0005737
RF02216	GO:0005634
RF02216	GO:0005737
RF02217	GO:0005634
RF02217	GO:0005737
RF02244	GO:0035068
RF02245	GO:0035068
RF02254	GO:0035068
